Unnamed: 0,Unnamed: 0.1,game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,year_published,artist,category,compilation,designer,family,mechanic,publisher,users_rated,average_rating,x,y,z
63,63,67,4.0,120.0,10.0,2.0,120.0,Conquest,1974,Donald Benge,"Abstract Strategy,Ancient,Wargame",,Donald Benge,"Category: Combinatorial,Game: Conquest (Donald Benge)","Action Points,Point to Point Movement","(Self-Published),Bütehorn Spiele (Buchholz Verlag),Hexagames (I),Numbskull Games,Quest Games",368,6.33043,-32.892227,-1.5693171,16.00278
64,64,68,4.0,180.0,12.0,2.0,180.0,Successors (First/Second Edition),1997,"Kurt Miller,Patrick O'Brien,Mark Simonitch","Ancient,Wargame",,"Richard H. Berg,Mark Simonitch","Country: Greece,History: Wars of the Diadochi and Syrian Wars","Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement","The Avalon Hill Game Co,Wydawnictwo Gołębiewski",487,7.03388,-34.010307,1.0525913,-51.67601
66,66,70,5.0,60.0,10.0,2.0,60.0,Big City,1999,Franz Vohwinkel,City Building,,Franz-Benno Delonge,"Admin: Better Description Needed!,Components: Polyominoes","Hand Management,Modular Board,Tile Placement","Goldsieber Spiele,999 Games,Rio Grande Games",2362,6.86639,-34.624397,-22.0665,-18.505812
67,67,71,7.0,360.0,12.0,2.0,360.0,Civilization,1980,"Ed Dovey,Charles Kibler,Rodger B. MacGowan,Guillaume Rohmer,Dale Sheaffer","Ancient,Civilization,Economic,Negotiation",,Francis Tresham,"Ancient: Babylon,Ancient: Greece,Country: Egypt,Country: Italy,Game: Civilization,Islands: Crete (Greece),Region: Aegean Sea,Region: Mediterranean Sea","Area Majority / Influence,Area Movement,Hand Management,Set Collection,Tech Trees / Tech Tracks,Trading,Turn Order: Stat-Based","Hartland Trefoil Ltd.,ACE Pelit Oy,The Avalon Hill Game Co,Compendium Games,Descartes Editeur,Gibsons,Joc Internacional,Piatnik,Spiel & Kunst,Welt der Spiele",7152,7.49701,-47.224987,-5.444483,-0.1345076
68,68,72,4.0,60.0,12.0,3.0,60.0,Verräter,1998,Marcel-André Casasola Merkle,"Card Game,Political",,Marcel-André Casasola Merkle,,"Card Drafting,Hand Management,Modular Board,Team-Based Game,Variable Player Powers","Adlung-Spiele,New Games Order, LLC",1910,6.69513,-20.359728,0.060614962,-5.365417
69,69,73,6.0,60.0,10.0,2.0,60.0,Show Manager,1996,"Jo Hartwig,Reinhard Horst,Oliver Schlemmer",Card Game,,Dirk Henn,Series: Yellow Wave Box (Queen),"Auction: Dutch,Card Drafting,Set Collection","Queen Games,db-Spiele",1710,7.00377,-52.771275,-20.45333,-19.4637
70,70,74,10.0,30.0,12.0,4.0,30.0,Apples to Apples,1999,John Kovalic,"Card Game,Humor,Party Game",,"Matthew Kirby,Mark Alan Osterhaus","Game: Apples to Apples,Mechanism: Judging Games,Misc: Mensa Select","Hand Management,Player Judge,Simultaneous Action Selection","Beverly Enterprises, Inc.,Excalibur Electronics,Holiday Games,Mattel,Out of the Box Publishing,Pegasus Spiele,Tactic",17760,5.8052,42.521515,25.718325,1.5877107
71,71,75,8.0,5.0,8.0,4.0,5.0,Falling,1998,"James Ernest,Val Mayerik,Drew Pocza,Brian Snoddy","Card Game,Fantasy,Print & Play,Real-time",,James Ernest,Animals: Cattle / Cows,Hand Management,"Cheapass Games,Paizo Publishing,Portal Games,Titanic Games",1386,5.49646,3.8512096,-15.918502,55.86099
72,72,76,6.0,120.0,10.0,2.0,120.0,Air Baron,1996,"Kurt Miller,Mark Simonitch","Aviation / Flight,Economic,Territory Building",,Evan Davis (I),,"Area Majority / Influence,Chit-Pull System,Dice Rolling",The Avalon Hill Game Co,755,6.39766,-61.410614,46.93177,13.122071
73,73,77,2.0,240.0,12.0,2.0,240.0,EastFront,1991,Eric Hotz,"Wargame,World War II",,"Craig Besinque,Tom Dalgliesh","Components: Block Wargames,Country: Russia,Country: Soviet Union,Players: Two Player Only Games,Series: Front Series (Columbia)","Dice Rolling,Hexagon Grid,Secret Unit Deployment,Simulation",Columbia Games,667,7.67329,-45.224224,31.31814,-26.079573
74,74,78,2.0,240.0,12.0,2.0,240.0,"WestFront: The War in Europe, 1943-45",1992,Eric Hotz,"Wargame,World War II",,Craig Besinque,"Components: Block Wargames,Players: Two Player Only Games,Series: Front Series (Columbia)","Dice Rolling,Hexagon Grid,Secret Unit Deployment",Columbia Games,187,6.83596,-44.36435,31.226068,-39.806446
75,75,79,2.0,180.0,12.0,2.0,180.0,MedFront: War in North Africa 1940-43,1994,,"Wargame,World War II",,Craig Besinque,"Components: Block Wargames,Players: Two Player Only Games,Series: Front Series (Columbia)","Dice Rolling,Grid Movement,Hexagon Grid,Secret Unit Deployment,Simulation",Columbia Games,122,6.32951,-45.353306,31.333172,16.070694
76,76,82,2.0,240.0,12.0,2.0,240.0,Bobby Lee: The Civil War in Virginia 1861-1865,1993,Eric Hotz,"American Civil War,Wargame",,Tom Dalgliesh,"Components: Block Wargames,Country: USA,Crowdfunding: Kickstarter,Players: Two Player Only Games,States: Virginia","Dice Rolling,Secret Unit Deployment",Columbia Games,345,6.73647,-77.96383,39.247166,-33.709743
77,77,83,2.0,180.0,12.0,2.0,180.0,Sam Grant: The Civil War in the West 1862-1864,1997,Eric Hotz,"American Civil War,Wargame",,"Tom Dalgliesh,Gary Selkirk","Components: Block Wargames,Players: Two Player Only Games",Secret Unit Deployment,Columbia Games,133,6.37218,-77.9467,39.266922,14.686039
78,78,84,2.0,150.0,12.0,2.0,150.0,Rommel in the Desert,1982,"Ron Gibson,Jody Harmon,Eric Hotz","Wargame,World War II",,Craig Besinque,"Components: Block Wargames,Country: Egypt,Country: Libya,History: World War II (Africa),Players: Two Player Only Games,Region: North Africa,Theme: Deserts","Dice Rolling,Hexagon Grid,Secret Unit Deployment","Columbia Games,Game Preserve",993,7.53869,-44.36318,31.226362,-27.999857
79,79,85,2.0,60.0,12.0,2.0,60.0,Quebec 1759,1972,,"Age of Reason,Wargame",,"Steve Brewster,Tom Dalgliesh,Lance Gutteridge","Cities: Quebec (Canada),Components: Block Wargames,Country: Canada,History: French and Indian War,Players: Two Player Only Games,Region: Quebec (Canada)","Dice Rolling,Point to Point Movement,Secret Unit Deployment,Simulation","Columbia Games,Gamma Two Games",699,6.95048,-61.103996,-2.5686507,-47.907574
80,80,87,4.0,120.0,12.0,2.0,120.0,Victory: World War II,1998,Eric Hotz,"Wargame,World War II",,"Tom Dalgliesh,Grant Dalgliesh",Components: Block Wargames,"Dice Rolling,Hexagon Grid,Secret Unit Deployment","Columbia Games,Tilsit",413,6.38042,-44.364494,31.22637,13.7031975
81,81,88,4.0,60.0,12.0,2.0,60.0,Torres,1999,"Alessandra Cimatoribus,Michael Menzel,Franz Vohwinkel","Abstract Strategy,Medieval",,"Michael Kiesling,Wolfgang Kramer","Components: 3-Dimensional (3D),Digital Implementations: Boiteajeux,Digital Implementations: Yucata,Series: The Mask Trilogy (Kramer / Kiesling)","Action Points,Area Majority / Influence,Enclosure,Grid Movement,Hand Management,Square Grid,Three Dimensional Movement,Tile Placement","F.X. Schmid,ABACUSSPIELE,Devir,HUCH!,IDW Games,Ravensburger,Rio Grande Games,Swan Panasia Co., Ltd.,Tilsit,White Goblin Games",8855,7.1135,-45.984787,15.540516,-0.41836283
82,82,89,4.0,120.0,12.0,2.0,120.0,Blue vs. Gray,1999,"Rodger B. MacGowan,Mark Simonitch","American Civil War,Card Game,Dice,Wargame",,Evan Jones,,"Dice Rolling,Hand Management","GMT Games,QED Games",452,6.75614,-77.55514,39.26203,-34.706936
83,83,90,2.0,20.0,8.0,2.0,20.0,Star Wars: Episode 1 – Clash of the Lightsabers,1999,,"Card Game,Movies / TV / Radio theme,Science Fiction",,Craig Van Ness,"Admin: Better Description Needed!,Movies: Star Wars,Players: Two Player Only Games",Hand Management,"Hasbro,Milton Bradley",582,6.20274,-0.5646238,21.401958,20.683378
84,84,91,2.0,480.0,14.0,2.0,480.0,Paths of Glory,1999,"Charles Kibler,Terry Leeds,Rodger B. MacGowan,Mark Simonitch","Wargame,World War I",,Ted Raicer,"Continents: Europe,Players: Two Player Only Games,Region: Middle East,Series: Book Box (DiceTree)","Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement","GMT Games,Devir,DiceTree Games,Udo Grebe Gamedesign,Wargames Club Publishing,Wydawnictwo Gołębiewski",4591,8.0552,-78.451225,14.957691,-12.789748
85,85,93,5.0,120.0,12.0,2.0,60.0,El Grande,1995,Doris Matthäus,"Medieval,Renaissance","El Grande & Carcassonne,El Grande Big Box,El Grande Decennial Edition","Wolfgang Kramer,Richard Ulrich","Components: Map (Continental / National scale),Country: Spain,Digital Implementations: Yucata,Game: El Grande","Action Drafting,Area Majority / Influence,Area Movement,Auction/Bidding,Card Drafting,Hand Management,Memory,Simultaneous Action Selection,Turn Order: Progressive,Turn Order: Stat-Based","Hans im Glück,999 Games,Användbart Litet Företag,Descartes Editeur,Filosofia Éditions,Gabinete Lúdico,Rio Grande Games",23913,7.7502,-16.458944,-34.323982,2.3675582
86,86,94,6.0,90.0,12.0,2.0,90.0,Union Pacific,1999,Franz Vohwinkel,"Economic,Trains",,Alan R. Moon,Country: USA,"Card Drafting,Network and Route Building,Stock Holding","AMIGO,999 Games,Rio Grande Games",4190,7.20563,-36.585297,-58.81038,-11.169847
87,87,95,6.0,30.0,8.0,2.0,30.0,Igel Ärgern,1990,Doris Matthäus,"Animals,Children's Game,Dice,Racing",Igel Ärgern + Tante Tarantel,"Doris Matthäus,Frank Nestel",Animals: Hedgehogs / Porcupines,Roll / Spin and Move,"Doris & Frank,University Games",1017,6.40879,30.870522,-1.9942098,9.851266
88,88,96,2.0,60.0,10.0,2.0,60.0,Broadsides & Boarding Parties,1982,,"Nautical,Pirates,Wargame",,"Larry Harris, Jr.","Components: Miniatures,Players: Two Player Only Games,Series: Gamemaster (Milton Bradley)","Action Queue,Dice Rolling,Grid Movement,Hand Management,Point to Point Movement,Square Grid","Citadel's Game Series (CGS),Milton Bradley",565,6.18457,22.04047,47.492455,20.819475
89,89,97,6.0,240.0,10.0,2.0,180.0,Conquest of the Empire,1984,,"Ancient,Economic,Wargame",,"Larry Harris, Jr.","Ancient: Rome,Components: Miniatures,History: Roman Empire,Region: Mediterranean Sea,Series: Gamemaster (Milton Bradley)","Area Movement,Dice Rolling",Milton Bradley,1015,6.27544,-35.123554,-4.2458653,10.303367
90,90,98,5.0,180.0,12.0,2.0,180.0,Axis & Allies,1981,Jim Butcher (II),"Economic,Wargame,World War II",,"Larry Harris, Jr.","Components: Map (Global Scale),Components: Miniatures,Country: Germany,Country: Japan,Country: Soviet Union,Country: United Kingdom,Country: USA,Game: Axis & Allies (Avalon Hill),Region: The World,Series: Gamemaster (Milton Bradley)","Area Movement,Dice Rolling,Minimap Resolution,Stat Check Resolution,Team-Based Game","Jedko Games,Milton Bradley,Nova Game Designs,PewterCraft",10385,6.5644,-40.761906,37.15641,-1.205079
91,91,99,4.0,180.0,12.0,2.0,180.0,Fortress America,1986,,"Science Fiction,Wargame",,Michael Gray,"Country: USA,Series: Gamemaster (Milton Bradley),Theme: Alternate History,Theme: Helicopters","Area Movement,Dice Rolling,Simulation",Milton Bradley,2399,6.69773,-25.214169,26.019833,-3.2733235
92,92,101,6.0,60.0,8.0,2.0,60.0,Detroit-Cleveland Grand Prix,1996,"Ramon Mascarenas,Seth Schwartz","Card Game,Racing",,Wolfgang Kramer,"Cities: Cleveland (Ohio, USA),Cities: Detroit (Michigan, USA),Series: Auto Racing card system (Wolfgang Kramer),Sports: Auto Racing",Auction/Bidding,Mayfair Games,1093,6.78103,30.302914,2.5582538,-37.125565
93,93,102,5.0,30.0,10.0,3.0,30.0,Klunker,1999,Oliver Moser,Card Game,,Uwe Rosenberg,Admin: Better Description Needed!,Set Collection,"Hans im Glück,Rio Grande Games",888,6.22023,-4.717834,-6.6966767,20.325844
94,94,103,6.0,240.0,12.0,2.0,30.0,Titan,1980,"Mike Doyle (I),Kurt Miller,Kenn Nishiuye,David A. Trampier,Chris White (I)","Fantasy,Wargame",,"Jason B. McAllister,David A. Trampier",Series: Classic Line (Valley Games),"Dice Rolling,Minimap Resolution,Player Elimination,Roll / Spin and Move,Secret Unit Deployment,Set Collection","The Avalon Hill Game Co,Gorgonstar Publications,Heidelberger Spieleverlag,Valley Games, Inc.",3883,6.96029,-41.44175,38.900646,-10.016182
95,95,104,4.0,90.0,14.0,3.0,90.0,Extrablatt,1991,,Territory Building,,Karl-Heinz Schmiel,,"Area Majority / Influence,Set Collection,Simulation,Tile Placement",Moskito Spiele,255,7.00168,-21.329773,-9.841993,-49.802505
96,96,105,5.0,60.0,8.0,2.0,40.0,Colossal Arena,1997,"Cyrille Daujean,Thierry Doizon,Dan Harding,Steve Holmes,Jan Patrik Krásný,Tyson Milbert,Kurt Miller,Keith Parkinson","Card Game,Fantasy,Mythology",,Reiner Knizia,"Creatures: Monsters,Series: Betting Trilogy (Reiner Knizia),Series: Fantasy Flight Silver Line","Betting and Bluffing,Hand Management","The Avalon Hill Game Co,Altar Games,Delta Vision Publishing,Edge Entertainment,Fantasy Flight Games,Hobby Japan,Korea Boardgames Co., Ltd.,Lautapelit.fi,Midgaard Games,Nexus Editrice,Swan Panasia Co., Ltd.,Ubik",7007,6.76997,25.84345,14.297952,-1.3793225
97,97,106,4.0,45.0,10.0,2.0,45.0,Mystery Rummy: Jack the Ripper,1998,"Christine Conrad,Virginijus Poshkus","Card Game,Murder/Mystery",,Mike Fitzgerald,"Card Games: Draw and Discard,Historical Figures: Jack the Ripper,Series: Mystery Rummy,Traditional Card Games: Rummy","Hand Management,Set Collection,Voting","U.S. Games Systems, Inc.,Eagle-Gryphon Games,Edge Entertainment,Kaissa Chess & Games,Pegasus Spiele",3344,6.94471,51.17642,17.713945,-9.964495
99,99,108,2.0,20.0,8.0,2.0,20.0,TAMSK,1998,lu'cifer,"Abstract Strategy,Real-time",,Kris Burm,"Players: Two Player Only Games,Series: GIPF Project","Action Timer,Enclosure,Grid Movement","Don & Co.,Rio Grande Games,Schmidt Spiele",1359,6.77589,48.00005,-32.940666,-6.1409283
100,100,109,4.0,45.0,10.0,3.0,45.0,Wettstreit der Baumeister,1994,Claus Stephan,City Building,,Jean du Poël,Containers: Tubes,Auction/Bidding,"Historien Spiele Galerie (Historien Spielegalerie),KOSMOS,Tilsit",386,6.08611,-34.403282,-19.434351,27.683788
101,101,110,6.0,60.0,8.0,2.0,60.0,Auf Achse,1987,"Jochen Frick,Harald Lieske","Economic,Movies / TV / Radio theme,Transportation",,Wolfgang Kramer,"Country: Germany,Promotional: Promo Board Games,Theme: Trucks,TV Shows: Auf Achse","Auction/Bidding,Pick-up and Deliver,Roll / Spin and Move","Dino Toys s. r. o.,Disk Říčany,F.X. Schmid,Grow Jogos e Brinquedos,Ravensburger,Rhenania Gruppe,Schmidt Spiele,Vini-Spil",1672,6.2453,-20.229483,-40.345448,9.533913
102,102,111,5.0,45.0,12.0,3.0,45.0,Rheinländer,1999,"William O'Connor,Franz Vohwinkel","Abstract Strategy,Medieval,Territory Building",,Reiner Knizia,"Admin: Better Description Needed!,Country: Germany","Area Majority / Influence,Enclosure,Hand Management","Face2Face Games,Hasbro,Parker Brothers",1532,6.61557,-4.882978,-69.939545,-5.544354
103,103,112,6.0,45.0,14.0,2.0,45.0,Condottiere,1995,"Dominique Ehrhard,John Goodenough,Serge Hochain,Tomasz Jedruszek,Mohammad Noureddine,Scott Nicely,David Palumbo,Samuel R. Shimota","Bluffing,Card Game,Medieval,Negotiation",,"Dominique Ehrhard,Duccio Vitale,Justin Kemppainen","Admin: Better Description Needed!,Country: Italy,History: Italian City-States,Series: Fantasy Flight Silver Line","Area Majority / Influence,Auction/Bidding,Constrained Bidding,Hand Management","Eurogames,Arclight,Descartes Editeur,Edge Entertainment,Fantasy Flight Games,Galakta,Giochi Uniti,Heidelberger Spieleverlag,Hobby World,Lautapelit.fi,Nexus Editrice,Roomiz Games,Ubik,Z-Man Games, Inc.",8800,6.84073,-8.278476,-23.705841,-1.0081137
104,104,113,6.0,60.0,10.0,4.0,60.0,Mit List und Tücke,1999,"Makiko Kodama,別府さい (Sai Beppu)",Card Game,,Klaus Palesch,,Trick-taking,"Berliner Spielkarten,数寄ゲームズ (Suki Games)",242,6.63471,38.638443,61.373608,-7.5324583
106,106,115,6.0,60.0,12.0,3.0,60.0,I'm the Boss!,1994,William O'Connor,Negotiation,,Sid Sackson,"Admin: Better Description Needed!,Series: Family Games (Gryphon Games)","Dice Rolling,Hand Management,Roll / Spin and Move,Set Collection,Take That","Eagle-Gryphon Games,Edge Entertainment,Face2Face Games,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,New Games Order, LLC,Schmidt Spiele,Siam Board Games,Stratelibri,Swan Panasia Co., Ltd.",3552,6.79002,3.7011244,0.27352777,-9.296814
107,107,116,5.0,30.0,12.0,2.0,30.0,Guillotine,1998,"Quinton Hoover,Mike Raabe","Card Game,Humor",,Paul Peterson,"Country: France,Mechanism: Card Line","Card Drafting,Hand Management,Set Collection,Take That","Wizards of the Coast,AMIGO,Bergsala Enigma (Enigma),Darwin Project,Halloween Concept,Hasbro,Play Factory,PS-Games",19593,6.53425,8.733146,14.340681,1.9958367
108,108,117,4.0,45.0,10.0,2.0,30.0,Ta Yü,1999,"Anke Pohl,Thilo Rick,Claus Stephan",Abstract Strategy,,Niek Neuwahl,Mechanism: Connection,"Network and Route Building,Pattern Building,Team-Based Game,Tile Placement","Crown & Andrews Ltd.,Goliath Games,KOSMOS,Rio Grande Games",1477,6.95647,24.957886,-42.94162,-19.287088
109,109,118,5.0,45.0,10.0,3.0,45.0,Modern Art,1992,"Carole Carrion,Manuel Carvalho,Chen Cheng-po,Mike Doyle (I),Pete Fenlon,Paul Laane,Ramon Martins,Daniel Melim,Rafael Silveira,Sigrid Thaler,Zeilbeck & Natzeck Design Company","Card Game,Economic",,Reiner Knizia,"Misc: LongPack Games,Series: Book Box (DiceTree),Theme: Art,Theme: Painting / Paintings","Auction/Bidding,Auction: English,Auction: Once Around,Auction: Sealed Bid,Auction: Turn Order Until Pass,Commodity Speculation,Hand Management,Victory Points as a Resource","Hans im Glück,Arrakis Games,Asmodee Italia,CMON Global Limited,DiceTree Games,Drosselmeyer & Co. Ltd.,Galápagos Jogos,GeGe Co. Ltd.,Kaissa Chess & Games,Land of Beautiful Mind (سرزمین ذهن زیبا),Lautapelit.fi,Lavka Games,Matagot,Mayfair Games,New Games Order, LLC,Odysseia Jogos,Oink Games,Pegasus Spiele,Phantasia Co., Ltd,Rebel Sp. z o.o.,Wargames Club Publishing",17255,7.41737,28.238308,59.86376,1.768594
110,110,119,4.0,45.0,9.0,2.0,45.0,Kingdoms,1994,"Kevin Childress,Anders Finér,Eric Lofgren,Henning Ludvigsen,Jim Pavelec,Peter Tikos,Franz Vohwinkel","Abstract Strategy,Fantasy,Medieval",,Reiner Knizia,Series: Fantasy Flight Silver Line,Tile Placement,"Hans im Glück,ADC Blackfire Entertainment,Arclight,Bergsala Enigma (Enigma),cutia.ro,Delta Vision Publishing,Edge Entertainment,Fantasmagoria,Fantasy Flight Games,Menart,Midgaard Games,MINDOK,Swan Panasia Co., Ltd.",4677,6.63611,1.4167633,-29.612865,-2.1640365
111,111,120,6.0,45.0,12.0,2.0,45.0,Hoity Toity,1990,"Leif Åbjörnsson,Tanja Donner,Ritva Hussain-Shahid,Michaela Kienle,Björn Lindsten,Cornelia von Seidlein",Bluffing,,Klaus Teuber,"Admin: Better Description Needed!,Series: Alea Big Box","Rock-Paper-Scissors,Set Collection,Simultaneous Action Selection","alea,Ravensburger,The Avalon Hill Game Co,F.X. Schmid,G&RRR,Gibsons,Jumbo,MIKA,Überplay,Vini-Spil",4975,6.52031,5.4098105,59.86196,-2.1098576
112,112,121,6.0,180.0,12.0,2.0,60.0,Dune,1979,"Jean Baer,Linda Bound,Fabrice Lamy,Mick Uhl,Christophe Peulvast,Olivier Vatine,Chris White (I)","Bluffing,Fighting,Negotiation,Novel-based,Political,Science Fiction",,"Bill Eberle,Jack Kittredge,Peter Olotka","Animals: Worms,Books: Dune,Creatures: Aliens / Extraterrestrials,Creatures: Monsters,Theme: Deserts","Alliances,Area Majority / Influence,Area Movement,Auction/Bidding,Hand Management,Map Deformation,Team-Based Game,Variable Player Powers","The Avalon Hill Game Co,Descartes Editeur,Hobby Japan",5546,7.61652,43.528866,20.807535,-12.153414
113,113,122,5.0,45.0,12.0,3.0,45.0,Quo Vadis?,1991,"Pete Fenlon,Jason Hawkins,Jessica Ney,Franz Vohwinkel,Stephen Graham Walsh","Ancient,Negotiation,Political",,Reiner Knizia,Ancient: Rome,"Point to Point Movement,Trading,Voting","AMIGO,Hans im Glück,Mayfair Games",2160,6.45937,24.45725,22.561848,8.327952
115,115,124,4.0,90.0,12.0,3.0,90.0,Primordial Soup,1997,Doris Matthäus,Prehistoric,,"Doris Matthäus,Frank Nestel","Theme: Bacteria,Theme: Biology,Theme: Evolution","Bias,Dice Rolling,Grid Movement,Variable Player Powers","Doris & Frank,Z-Man Games, Inc.",4569,6.93901,-24.005772,-22.818352,-9.903682
116,116,125,5.0,30.0,10.0,3.0,30.0,Money!,1999,"Paul Niemeyer,Marek Szyszko,Franz Vohwinkel",Card Game,,Reiner Knizia,"Series: à la Carte (Goldsieber),Series: Bookshelf (Gryphon Games)","Auction/Bidding,Set Collection,Simultaneous Action Selection","Eagle-Gryphon Games,Egmont Polska,Goldsieber Spiele,Rio Grande Games,TWOPLUS Games,Wargames Club Publishing",2737,6.53023,-3.5769496,-10.486551,-2.7461085
117,117,126,6.0,90.0,12.0,2.0,90.0,The Really Nasty Horse Racing Game,1989,,"Animals,Racing,Sports",,Simon Knock,Sports: Horse Racing,"Betting and Bluffing,Roll / Spin and Move","Rascals Products Limited,University Games,Upstarts,Winning Moves UK Ltd.",814,6.2469,48.811806,31.205952,20.21419
118,118,127,6.0,120.0,10.0,1.0,120.0,Princess Ryan's Star Marines,1997,"Larry Elmore,Kurt Miller","Deduction,Science Fiction",,Mark McLaughlin,,"Cooperative Game,Simultaneous Action Selection,Variable Player Powers",The Avalon Hill Game Co,206,5.32961,15.826753,9.139395,48.319286
